name,CMC,Type,Color,Set,Collector Number,Rarity,Color Category,status,Finish,board,maybeboard,image URL,image Back URL,tags,Notes,MTGO ID,Custom,Voucher,Artist
"Bolas's Citadel",6,"Legendary Artifact",B,"war","79",rare,null,Not Owned,Non-foil,mainboard,false,,,"Function: Value;Strict Artifacts: Enabler;Strict Noncreature: Enabler","",71764,false,false,"Jonas De Ro"
"Miles Morales",2,"Legendary Creature - Human Citizen Hero",G,"spm","211",mythic,null,Owned,Foil,mainboard,false,,,"Strict Blink: Payoff;Strict Counters: Enabler;Strict Counters: Payoff;Strict Humans: Enabler","",153799,false,false,"Ivan Shavrin"
"Jill, Shiva's Dominant",3,"Legendary Creature - Human Noble Warrior",U,"fin","523",rare,null,Owned,Foil,mainboard,false,,,"Function: Interaction;Strict Blink: Payoff;Strict Combat Damage: Glue;Strict Humans: Enabler","",-1,false,false,"Rika Suzuki"
"Loot, the Pathfinder",5,"Legendary Creature - Beast Noble",GRU,"dft","212",mythic,null,Not Owned,Non-foil,mainboard,false,,,"Function: Interaction;Function: Value;Strict Damage: Enabler;Strict Draw: Enabler;Strict Ramp: Enabler","",136547,false,false,"Ernanda Souza"
"Banon, the Returners' Leader",2,"Legendary Creature - Human Cleric Rebel",RW,"fic","78",rare,null,Not Owned,Non-foil,mainboard,false,,,"Function: Value;Strict Draw: Enabler;Strict Humans: Enabler","",140147,false,false,"Daniel Landerman"
"Suplex",2,"Sorcery",R,"fin","164",common,null,Not Owned,Non-foil,mainboard,false,,,"Function: Interaction;Strict Damage: Enabler;Strict Noncreature: Enabler","",141267,false,false,"Fang Xinyu"
"Joshua, Phoenix's Dominant",3,"Legendary Creature - Human Noble Wizard",RW,"fin","229",rare,null,Not Owned,Non-foil,mainboard,false,,,"Function: Value;Strict Blink: Payoff;Strict Damage: Enabler;Strict Draw: Enabler;Strict Humans: Enabler;Strict Lifegain: Enabler;Strict Reanimator: Payoff","",141413,false,false,"Lius Lasahido"
"Flash",2,"Instant",U,"mir","66",rare,null,Not Owned,Non-foil,mainboard,false,,,"Strict Noncreature: Enabler","",6981,false,false,"David Ho"
"Maelstrom Wanderer",8,"Legendary Creature - Elemental",GRU,"pc2","101",mythic,null,Not Owned,Non-foil,mainboard,false,,,"Function: Value;Strict Power 4+: Enabler;Strict Power Matters: Enabler;Strict Ramp: Payoff","",45062,false,false,"Thomas M. Baxa"
"The Coming of Galactus",5,"Enchantment - Saga",BG,"msh","212",mythic,null,Not Owned,Non-foil,mainboard,false,,,"Function: Interaction;Function: Value;Strict Attack: Enabler;Strict Blink: Payoff;Strict Enchantments: Enabler;Strict Noncreature: Enabler;Strict Tokens: Enabler","",152611,false,false,"Serena Malyon"
"Preacher of the Schism",3,"Creature - Vampire Cleric",B,"lci","113",rare,null,Not Owned,Non-foil,mainboard,false,,,"Function: Value;Strict Attack: Enabler;Strict Draw: Enabler;Strict Tokens: Enabler","",118032,false,false,"Donato Giancola"
"Tersa Lightshatter",3,"Legendary Creature - Orc Wizard",R,"tdm","127",rare,null,Not Owned,Non-foil,mainboard,false,,,"Function: Value;Strict Attack: Enabler;Strict Blink: Payoff;Strict Draw: Enabler","",139209,false,false,"Olivier Bernard"
"Golden Argosy",4,"Legendary Artifact - Vehicle",,"dmu","230",rare,null,Not Owned,Non-foil,mainboard,false,,,"Strict Artifacts: Enabler;Strict Attack: Enabler;Strict Blink: Enabler;Strict Noncreature: Enabler","",102936,false,false,"Daniel Ljunggren"
"Summon: Yojimbo",4,"Enchantment Creature - Saga Samurai",W,"fic","28",rare,null,Not Owned,Non-foil,mainboard,false,,,"Function: Interaction;Function: Value;Strict Artifacts: Enabler;Strict Blink: Payoff;Strict Enchantments: Enabler;Strict Power 4+: Enabler;Strict Power 4+: Payoff;Strict Power Matters: Enabler;Strict Tokens: Enabler","",140047,false,false,"Benjamin Ee"
"Fireflux Squad",4,"Creature - Human Soldier",R,"c20","51",rare,null,Not Owned,Non-foil,mainboard,false,,,"Function: Value;Strict Attack: Enabler;Strict Attack: Glue;Strict Humans: Enabler;Strict Power 4+: Enabler;Strict Power Matters: Enabler","",80683,false,false,"Kieran Yanner"
"Venat, Heart of Hydaelyn",3,"Legendary Creature - Elder Wizard",W,"fin","39",rare,null,Not Owned,Non-foil,mainboard,false,,,"Function: Interaction;Function: Value;Strict Counters: Enabler;Strict Draw: Enabler","",141001,false,false,"Colin Boyer"
"Wildfire Devils",4,"Creature - Devil",R,"c19","30",rare,null,Not Owned,Non-foil,mainboard,false,,,"Strict Blink: Payoff;Strict Opponent Cards: Enabler;Strict Power 4+: Enabler;Strict Power Matters: Enabler","",77114,false,false,"Izzy"
"Golos, Tireless Pilgrim",5,"Legendary Artifact Creature - Scout",,"m20","226",rare,null,Not Owned,Non-foil,mainboard,false,,,"Function: Value;Strict Artifacts: Enabler;Strict Blink: Payoff;Strict Five-Color Domain: Payoff;Strict Landfall: Enabler;Strict Ramp: Enabler","",73351,false,false,"Joseph Meehan"
"Come Back Wrong",3,"Sorcery",B,"dsk","86",rare,null,Not Owned,Non-foil,mainboard,false,,,"Function: Interaction;Strict Noncreature: Enabler","",130303,false,false,"David Auden Nash"
"Intuition",3,"Instant",U,"tmp","70",rare,null,Not Owned,Non-foil,mainboard,false,,,"Function: Value;Strict Noncreature: Enabler","",9897,false,false,"April Lee"
"Ugin, the Spirit Dragon",8,"Legendary Planeswalker - Ugin",,"frf","1",mythic,null,Not Owned,Non-foil,mainboard,false,,,"Function: Interaction;Function: Value;Strict Damage: Enabler;Strict Lifegain: Enabler;Strict Noncreature: Enabler;Strict Ramp: Payoff","",55364,false,false,"Raymond Swanland"
"Mox Emerald",0,"Artifact",,"lea","261",rare,null,Not Owned,Non-foil,mainboard,false,,,"Strict Artifacts: Enabler;Strict Noncreature: Enabler;Strict Ramp: Enabler","",647,false,false,"Dan Frazier"
"Elvish Mystic",1,"Creature - Elf Druid",G,"sld","805",rare,null,Not Owned,Non-foil,mainboard,false,,,"Strict Ramp: Enabler","",-1,false,false,"Ekaterina Burmak"
"Summon: Primal Odin",6,"Enchantment Creature - Saga Knight",B,"fin","121",rare,null,Not Owned,Non-foil,mainboard,false,,,"Function: Interaction;Function: Value;Strict Blink: Payoff;Strict Combat Damage: Enabler;Strict Draw: Enabler;Strict Enchantments: Enabler;Strict Power 4+: Enabler;Strict Power Matters: Enabler;Strict Ramp: Glue","",141173,false,false,"Nino Is"
"Cursed Recording",4,"Artifact",R,"dsk","131",rare,null,Not Owned,Non-foil,mainboard,false,,,"Strict Artifacts: Enabler;Strict Noncreature: Enabler","",130393,false,false,"Kim Sokol"
"Weeping Angel",3,"Artifact Creature - Alien Angel",BU,"who","168",rare,null,Not Owned,Non-foil,mainboard,false,,,"Function: Interaction;Strict Artifacts: Enabler","",-1,false,false,"Anato Finnstark"
"Ray Fillet, Wave Warrior",3,"Legendary Creature - Fish Mutant",U,"tmc","14",rare,null,Not Owned,Non-foil,mainboard,false,,,"Function: Value;Strict Combat Damage: Enabler;Strict Counters: Enabler;Strict Counters: Payoff;Strict Draw: Enabler","",147357,false,false,"Brian Valeza"
"The One Ring",4,"Legendary Artifact",,"ltr","246",mythic,null,Not Owned,Non-foil,mainboard,false,,,"Function: Value;Strict Artifacts: Enabler;Strict Blink: Payoff;Strict Draw: Enabler;Strict Noncreature: Enabler","",112402,false,false,"Veli Nyström"
"Sazh's Chocobo",1,"Creature - Bird",G,"fin","200",uncommon,null,Not Owned,Non-foil,mainboard,false,,,"Strict Counters: Enabler;Strict Landfall: Payoff","",141341,false,false,"Domenico Cava"
"Adeline, Resplendent Cathar",3,"Legendary Creature - Human Knight",W,"mid","1",rare,null,Not Owned,Non-foil,mainboard,false,,,"Function: Value;Strict Attack: Glue;Strict Humans: Enabler;Strict Power Matters: Enabler;Strict Tokens: Enabler","",92916,false,false,"Bryan Sola"
"Zimone, Paradox Sculptor",4,"Legendary Creature - Human Wizard",GU,"fdn","126",mythic,null,Not Owned,Non-foil,mainboard,false,,,"Strict Counters: Enabler;Strict Counters: Payoff;Strict Humans: Enabler","",133820,false,false,"Nathaniel Himawan"
"Night's Whisper",2,"Sorcery",B,"5dn","55",uncommon,null,Not Owned,Non-foil,mainboard,false,,,"Function: Value;Strict Draw: Enabler;Strict Noncreature: Enabler","",20816,false,false,"David Martin"
"Pest Infestation",1,"Sorcery",G,"c21","65",rare,null,Not Owned,Non-foil,mainboard,false,,,"Function: Interaction;Function: Value;Strict Dies: Payoff;Strict Lifegain: Enabler;Strict Noncreature: Enabler;Strict Tokens: Enabler","",89873,false,false,"Brian Valeza"
"Virus Beetle",2,"Artifact Creature - Insect",B,"neo","128",common,null,Not Owned,Non-foil,mainboard,false,,,"Strict Artifacts: Enabler;Strict Blink: Payoff","",97184,false,false,"Dan Murayama Scott"
"United Front",2,"Sorcery",W,"tla","39",mythic,null,Not Owned,Non-foil,mainboard,false,,,"Function: Value;Strict Counters: Enabler;Strict Noncreature: Enabler;Strict Tokens: Enabler","",144556,false,false,"Mengxuan Li"
"Avatar Kyoshi, Earthbender",8,"Legendary Creature - Human Avatar",G,"tle","130",mythic,null,Not Owned,Non-foil,mainboard,false,,,"Strict Humans: Enabler;Strict Power 4+: Enabler;Strict Power Matters: Enabler;Strict Ramp: Payoff","",145658,false,false,"Tetsuko"
"Spider-Man India",5,"Legendary Creature - Spider Human Hero",GW,"spm","151",uncommon,null,Not Owned,Non-foil,mainboard,false,,,"Function: Interaction;Strict Counters: Enabler;Strict Humans: Enabler;Strict Power 4+: Enabler;Strict Power Matters: Enabler","",153545,false,false,"Lie Setiawan"
"Soul Immolation",5,"Sorcery",R,"ecl","156",mythic,null,Not Owned,Non-foil,mainboard,false,,,"Function: Interaction;Strict Damage: Enabler;Strict Noncreature: Enabler","",146703,false,false,"Drew Tucker"
"Earth's Mightiest Heroes",6,"Sorcery",G,"msh","165",mythic,null,Not Owned,Non-foil,mainboard,false,,,"Function: Value;Strict Noncreature: Enabler;Strict Ramp: Glue","",152517,false,false,"Steve Morris"
"Green Sun's Twilight",1,"Sorcery",G,"one","169",rare,null,Not Owned,Non-foil,mainboard,false,,,"Function: Value;Strict Landfall: Enabler;Strict Noncreature: Enabler","",106553,false,false,"Yeong-Hao Han"
"Entrapment Maneuver",4,"Instant",W,"c16","2",rare,null,Not Owned,Non-foil,mainboard,false,,,"Function: Interaction;Function: Value;Strict Noncreature: Enabler;Strict Tokens: Enabler","",-1,false,false,"Filip Burburan"
"Intuition",3,"Instant",U,"tmp","70",rare,null,Not Owned,Non-foil,mainboard,false,,,"Function: Value;Strict Noncreature: Enabler","",9897,false,false,"April Lee"
"Proft's Eidetic Memory",2,"Legendary Enchantment",U,"mkm","67",rare,null,Not Owned,Non-foil,mainboard,false,,,"Function: Value;Strict Blink: Payoff;Strict Counters: Enabler;Strict Draw: Enabler;Strict Enchantments: Enabler;Strict Noncreature: Enabler","",121620,false,false,"Julie Dillon"
"Chocobo Knights",4,"Creature - Human Knight",W,"fic","12",rare,null,Not Owned,Non-foil,mainboard,false,,,"Strict Humans: Enabler","",140015,false,false,"Néstor Ossandón Leal"
"Abandoned Air Temple",0,"Land",,"tla","263",rare,null,Not Owned,Non-foil,mainboard,false,,,"Strict Counters: Enabler","",145018,false,false,"Dom Lay"
"Incarnation Technique",5,"Sorcery",B,"c21","41",rare,null,Not Owned,Non-foil,mainboard,false,,,"Function: Value;Strict Graveyard Cast: Enabler;Strict Graveyard Types: Enabler;Strict Noncreature: Enabler;Strict Reanimator: Enabler;Strict Reanimator: Payoff","",89825,false,false,"Alexander Mokhov"
"Golden Argosy",4,"Legendary Artifact - Vehicle",,"dmu","230",rare,null,Not Owned,Non-foil,mainboard,false,,,"Strict Artifacts: Enabler;Strict Attack: Enabler;Strict Blink: Enabler;Strict Noncreature: Enabler","",102936,false,false,"Daniel Ljunggren"
"Voyager Staff",1,"Artifact",,"rav","274",uncommon,null,Not Owned,Non-foil,mainboard,false,,,"Function: Interaction;Strict Artifacts: Enabler;Strict Noncreature: Enabler","",23360,false,false,"Tsutomu Kawade"
"The Mechanist, Aerial Artisan",3,"Legendary Creature - Human Artificer Ally",U,"tla","64",rare,null,Not Owned,Non-foil,mainboard,false,,,"Function: Value;Strict Artifacts: Enabler;Strict Humans: Enabler;Strict Noncreature: Payoff;Strict Tokens: Enabler","",144608,false,false,"Le Vuong"
"Raph & Mikey, Troublemakers",7,"Legendary Creature - Mutant Ninja Turtle",GR,"tmt","167",rare,null,Not Owned,Non-foil,mainboard,false,,,"Function: Value;Strict Attack: Glue;Strict Power 4+: Enabler;Strict Power Matters: Enabler;Strict Ramp: Glue","",147957,false,false,"Aaron J. Riley"
"Michelangelo, Improviser",4,"Legendary Creature - Mutant Ninja Turtle",G,"tmt","119",mythic,null,Not Owned,Non-foil,mainboard,false,,,"Function: Interaction;Strict Combat Damage: Enabler;Strict Landfall: Enabler;Strict Power 4+: Enabler;Strict Power Matters: Enabler","",147861,false,false,"Narendra Bintara Adi"
"Formidable Speaker",3,"Creature - Elf Druid",G,"ecl","176",rare,null,Not Owned,Non-foil,mainboard,false,,,"Function: Value;Strict Blink: Payoff;Strict Discard: Enabler;Strict Graveyard Cast: Enabler;Strict Graveyard Types: Enabler;Strict Reanimator: Enabler","",146743,false,false,"Aurore Folny"
"Magmablood Archaic",6,"Creature - Avatar",R,"sos","123",rare,null,Not Owned,Non-foil,mainboard,false,,,"Strict Counters: Enabler;Strict Five-Color Domain: Payoff","",149745,false,false,"Joshua Raphael"
"Embereth Shieldbreaker",2,"Creature - Human Knight",R,"eld","122",uncommon,null,Not Owned,Non-foil,mainboard,false,,,"Function: Interaction;Strict Humans: Enabler","",78368,false,false,"Randy Vargas"
"Fight for the Throne",2,"Instant",G,"msc","65",rare,null,Not Owned,Non-foil,mainboard,false,,,"Function: Interaction;Function: Value;Strict Counters: Enabler;Strict Noncreature: Enabler","",150569,false,false,"Le Vuong"
"Epic Downfall",2,"Sorcery",B,"eld","85",uncommon,null,Not Owned,Non-foil,mainboard,false,,,"Function: Interaction;Strict Noncreature: Enabler","",78282,false,false,"Eric Deschamps"
"Traumatic Critique",2,"Instant",RU,"sos","239",rare,null,Not Owned,Non-foil,mainboard,false,,,"Function: Interaction;Function: Value;Strict Damage: Enabler;Strict Discard: Enabler;Strict Draw: Enabler;Strict Graveyard Cast: Enabler;Strict Graveyard Types: Enabler;Strict Noncreature: Enabler;Strict Reanimator: Enabler","",149977,false,false,"Aaron Miller"
"Master of Death",3,"Creature - Zombie Wizard",BU,"mh2","205",rare,null,Not Owned,Non-foil,mainboard,false,,,"Function: Value;Strict Blink: Payoff","",90787,false,false,"John Stanko"
"Turncoat Kunoichi",3,"Creature - Mutant Ninja Fox",W,"tmt","26",rare,null,Not Owned,Non-foil,mainboard,false,,,"Function: Interaction;Strict Blink: Payoff","",147675,false,false,"Manuel Castañón"
"Gobland",0,"Land Creature - Mountain Goblin",R,"mb2","563",rare,null,Not Owned,Non-foil,mainboard,false,,,"","",-1,false,false,"Anik Sikder"
"Decorum Dissertation",5,"Sorcery - Lesson",B,"sos","78",mythic,null,Not Owned,Non-foil,mainboard,false,,,"Function: Value;Strict Draw: Enabler;Strict Noncreature: Enabler","",149655,false,false,"Mila Pesic"
"Emeritus of Abundance",3,"Creature - Elf Druid",G,"sos","145",mythic,null,Not Owned,Non-foil,mainboard,false,,,"Function: Value;Strict Attack: Enabler;Strict Blink: Payoff","",149789,false,false,"Justyna Dura"
"Setzer, Wandering Gambler",3,"Legendary Creature - Human Rogue Pilot",BR,"fic","93",rare,null,Not Owned,Non-foil,mainboard,false,,,"Function: Value;Strict Artifacts: Enabler;Strict Blink: Payoff;Strict Combat Damage: Enabler;Strict Humans: Enabler;Strict Tokens: Enabler","",140179,false,false,"Norikatsu Miyoshi"
"Improvisation Capstone",7,"Sorcery - Lesson",R,"sos","120",mythic,null,Not Owned,Non-foil,mainboard,false,,,"Function: Value;Strict Noncreature: Enabler","",149739,false,false,"Marta Nael"
"Restoration Seminar",7,"Sorcery - Lesson",W,"sos","30",mythic,null,Not Owned,Non-foil,mainboard,false,,,"Function: Value;Strict Noncreature: Enabler;Strict Ramp: Glue;Strict Reanimator: Payoff","",149559,false,false,"Josu Hernaiz"
"Figure of Fable",1,"Creature - Kithkin",GW,"ecl","224",rare,null,Not Owned,Non-foil,mainboard,false,,,"","",146841,false,false,"Omar Rayyan"
"The Colossal Dreadmaw",6,"Legendary Creature - Dinosaur",G,"unk","RG06b",rare,null,Not Owned,Non-foil,mainboard,false,,,"Strict Power 4+: Enabler;Strict Power Matters: Enabler;Strict Ramp: Glue","",-1,false,false,""
"Germination Practicum",5,"Sorcery - Lesson",G,"sos","149",mythic,null,Not Owned,Non-foil,mainboard,false,,,"Strict Counters: Enabler;Strict Noncreature: Enabler","",149797,false,false,"Johan Grenier"
"Don & Leo, Problem Solvers",5,"Legendary Creature - Mutant Ninja Turtle",UW,"tmt","143",rare,null,Not Owned,Non-foil,mainboard,false,,,"Strict Blink: Enabler;Strict Power 4+: Enabler;Strict Power Matters: Enabler","",147909,false,false,"Néstor Ossandón Leal"
"Slash, Reptile Rampager",5,"Legendary Creature - Mutant Berserker Turtle",R,"tmt","108",rare,null,Not Owned,Non-foil,mainboard,false,,,"Function: Value;Strict Attack: Enabler;Strict Blink: Payoff;Strict Damage: Enabler;Strict Power 4+: Enabler;Strict Power Matters: Enabler;Strict Tokens: Enabler","",147839,false,false,"Andrew Mar"
"Raphael, the Nightwatcher",4,"Legendary Creature - Mutant Ninja Turtle",R,"tmt","103",rare,null,Not Owned,Non-foil,mainboard,false,,,"Function: Interaction","",147829,false,false,"Greg Staples"
"Mole Module",5,"Artifact - Vehicle",,"tmc","40",rare,null,Not Owned,Non-foil,mainboard,false,,,"Function: Value;Strict Artifacts: Enabler;Strict Combat Damage: Enabler;Strict Graveyard Cast: Enabler;Strict Graveyard Types: Enabler;Strict Noncreature: Enabler;Strict Reanimator: Enabler","",147413,false,false,"Adrián Rodríguez Pérez"
"Black Widow, Super Spy",2,"Legendary Creature - Human Spy Hero",B,"msh","89",mythic,null,Not Owned,Non-foil,mainboard,false,,,"Function: Value;Strict Combat Damage: Enabler;Strict Counters: Enabler;Strict Humans: Enabler;Strict Opponent Cards: Enabler","",152365,false,false,"Dan Brereton"
"Hidden Footblade",1,"Artifact - Equipment",R,"acr","34",uncommon,null,Not Owned,Non-foil,mainboard,false,,,"Strict Artifacts: Enabler;Strict Blink: Payoff;Strict Equipment: Enabler;Strict Noncreature: Enabler","",128034,false,false,"Néstor Ossandón Leal"
"Bejeweled Warg",2,"Creature - Wolf",G,"hob","117",rare,null,Not Owned,Non-foil,mainboard,false,,,"Function: Value;Strict Artifacts: Enabler;Strict Combat Damage: Enabler;Strict Counters: Enabler;Strict Tokens: Enabler","",154170,false,false,"John Di Giovanni"
"Triumph of Saint Katherine",5,"Creature - Human Warrior",W,"40k","17",rare,null,Not Owned,Non-foil,mainboard,false,,,"Function: Value;Strict Dies: Payoff;Strict Humans: Enabler;Strict Lifegain: Enabler;Strict Power 4+: Enabler;Strict Power Matters: Enabler","",108506,false,false,"David Astruga"
"Despark",2,"Instant",BW,"war","190",uncommon,null,Not Owned,Non-foil,mainboard,false,,,"Function: Interaction;Strict Noncreature: Enabler","",71986,false,false,"Slawomir Maniak"
"Foot Chopper",2,"Artifact - Equipment",B,"tmc","17",rare,null,Not Owned,Non-foil,mainboard,false,,,"Function: Value;Strict Artifacts: Enabler;Strict Blink: Payoff;Strict Combat Damage: Enabler;Strict Equipment: Enabler;Strict Noncreature: Enabler;Strict Power Matters: Payoff;Strict Tokens: Enabler","",147363,false,false,"Adrián Rodríguez Pérez"
